"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.102382084E0	2.444628477E-1	-6.235890388E-1	-8.572087288E-1	1.087856690E0
3.112361238E0	-1.334751248E-1	-5.811762810E-1	-7.575969696E-1	9.641237716E-1
3.122371008E0	-4.932807982E-1	-5.359315872E-1	-5.623250008E-1	9.201945547E-1
3.132380854E0	-7.396035194E-1	-4.588656425E-1	-3.601789474E-1	9.419659856E-1
3.142360008E0	-8.486946821E-1	-3.480234146E-1	-2.045927048E-1	9.398197356E-1
3.152369854E0	-8.427109122E-1	-2.237310410E-1	-1.934614182E-1	8.931095009E-1
3.162379623E0	-7.236220837E-1	-1.609625816E-1	-1.786937714E-1	7.625413671E-1
3.172358777E0	-5.369918346E-1	-1.345391273E-1	-2.149410248E-1	5.938523818E-1
3.182368623E0	-2.937056720E-1	-1.435537338E-1	-4.357638359E-1	5.447575763E-1
3.192378392E0	-1.205168366E-1	-1.091780663E-1	-8.725686073E-1	8.875923234E-1
3.202357546E0	-1.623174846E-1	-3.206825256E-2	-1.296866894E0	1.307378705E0
3.212367392E0	-3.007092774E-1	3.780508041E-2	-1.657684326E0	1.685162490E0
3.222377162E0	-4.207313657E-1	8.468389511E-2	-1.930569172E0	1.977696532E0
3.232356315E0	-4.317775965E-1	1.135363579E-1	-2.332224369E0	2.374572152E0
3.242366162E0	-3.442651331E-1	2.324686050E-1	-2.648526192E0	2.680904907E0
3.252375931E0	-3.104911149E-1	3.055400848E-1	-2.833043575E0	2.866338322E0
3.262355085E0	-3.066210747E-1	2.753138542E-1	-2.852874756E0	2.882483057E0
3.272364931E0	-3.109713197E-1	2.714967728E-1	-2.542484283E0	2.575779492E0
3.282374777E0	-2.655375004E-1	2.168436050E-1	-1.991931438E0	2.021217991E0
3.292384546E0	6.170451641E-3	1.264004707E-1	-9.411797523E-1	9.496496616E-1
3.302363700E0	4.700754881E-1	5.935573578E-2	-7.295989990E-2	4.793925478E-1
3.312373469E0	9.690269232E-1	8.841228485E-2	6.347742081E-1	1.161795251E0
3.322383316E0	1.121661663E0	1.780710220E-1	1.147330284E0	1.614373239E0
3.332362470E0	1.001120806E0	3.690361977E-1	1.523735046E0	1.860161035E0
3.342372239E0	4.688998461E-1	5.533118248E-1	1.687623024E0	1.836870304E0
3.352382085E0	5.721980333E-2	6.752724648E-1	1.846765518E0	1.967183237E0
3.362361239E0	-2.184980512E-1	6.690716743E-1	1.895594597E0	2.022047769E0
3.372371085E0	-2.961281538E-1	6.616168022E-1	1.839907646E0	1.977546162E0
3.382380854E0	-3.007820547E-1	7.301964760E-1	1.787423134E0	1.954108031E0
3.392360008E0	-2.798887193E-1	7.541012764E-1	1.868736267E0	2.034497890E0
3.402369854E0	-4.745517969E-1	9.074392319E-1	2.113275528E0	2.348314039E0
3.412379624E0	-8.595023155E-1	1.173056602E0	2.274132729E0	2.699349123E0
3.422358777E0	-1.165985823E0	1.478624344E0	2.266570091E0	2.946725788E0
3.432368624E0	-1.138589382E0	1.710634708E0	1.899195671E0	2.798142435E0
3.442378393E0	-5.228364468E-1	1.761788845E0	1.156079292E0	2.171123491E0
3.452357547E0	3.741468787E-1	1.598008633E0	4.804992676E-1	1.710116085E0
3.462367393E0	1.262090802E0	1.284393311E0	4.885129929E-1	1.865793213E0
3.472377162E0	1.621800303E0	9.767074585E-1	1.619515419E0	2.491389949E0
3.482356316E0	1.910611033E0	3.955526352E-1	3.190062523E0	3.739437833E0
3.492366162E0	1.580817819E0	-1.913380623E-1	5.182348251E0	5.421469231E0
3.502375931E0	8.101377487E-1	-6.703171730E-1	6.208775520E0	6.297185224E0
3.512355316E0	-3.725964129E-1	-7.261133194E-1	6.311576843E0	6.364123733E0
3.522364932E0	-1.354816794E0	-4.901905060E-1	5.446100235E0	5.633455693E0
3.532374701E0	-2.074695587E0	-2.841477394E-1	3.921724319E0	4.445787147E0
3.542384547E0	-2.352065802E0	-2.476296425E-1	2.787105560E0	3.655337382E0
3.552363701E0	-2.159184933E0	-4.080591202E-1	1.854135513E0	2.875136574E0
3.562373470E0	-1.511679888E0	-6.983180046E-1	1.207651138E0	2.056999123E0
3.572383316E0	-7.246593833E-1	-9.174799919E-1	6.583242416E-1	1.341749442E0
3.582362470E0	-1.841830015E-1	-9.657521248E-1	1.338262558E-1	9.922247786E-1
3.592372316E0	1.945192218E-1	-9.848823547E-1	-4.424281120E-1	1.097075027E0
3.602382086E0	3.212002516E-1	-9.696898460E-1	-9.710125923E-1	1.409373426E0
3.612361239E0	1.332364678E-1	-1.071253300E0	-1.460373878E0	1.816047206E0
3.622371086E0	-2.129713893E-1	-1.171182156E0	-1.724956036E0	2.095828662E0
3.632380855E0	-7.562490702E-1	-1.174573898E0	-1.722479820E0	2.217763114E0
3.642360009E0	-1.319615960E0	-1.131467342E0	-1.406255722E0	2.235880092E0
3.652369855E0	-1.619927287E0	-1.088481903E0	-9.348416328E-1	2.163997724E0
3.662379624E0	-1.605065584E0	-1.102329254E0	-6.110630035E-1	2.040775173E0
3.672358778E0	-1.460167050E0	-1.108749866E0	-4.739098549E-1	1.893674901E0
3.682368624E0	-1.188725591E0	-1.016591072E0	-6.228332520E-1	1.683581658E0
3.692378393E0	-9.836851954E-1	-8.741059303E-1	-9.312219620E-1	1.612101760E0
3.702357547E0	-7.254543900E-1	-7.547578812E-1	-1.287137985E0	1.659116549E0
3.712367394E0	-4.883175492E-1	-6.824245453E-1	-1.596831799E0	1.803892758E0
3.722377163E0	-2.285807729E-1	-6.186952591E-1	-1.778732777E0	1.897082835E0
3.732356317E0	-1.002982855E-1	-5.828995705E-1	-1.858785629E0	1.950619304E0
3.742366163E0	2.529895306E-2	-5.677528381E-1	-1.860585213E0	1.945446133E0
3.752375932E0	3.250539303E-2	-5.654802322E-1	-1.789655209E0	1.877149504E0
3.762355317E0	-2.541351318E-2	-5.171713829E-1	-1.826807499E0	1.898772689E0
3.772364932E0	-2.489749789E-1	-4.011149406E-1	-1.766116619E0	1.828127361E0
3.782374701E0	-5.012056231E-1	-3.518190384E-1	-1.631057262E0	1.742220280E0
3.792384548E0	-7.707384825E-1	-2.929220200E-1	-1.349964142E0	1.581848382E0
3.802363701E0	-9.479845166E-1	-2.610197067E-1	-1.015646935E0	1.413628178E0
3.812373548E0	-1.053432584E0	-2.688913345E-1	-6.365308762E-1	1.259839003E0
3.822383317E0	-1.100045681E0	-3.079490662E-1	-2.042036057E-1	1.160444846E0
3.832362471E0	-1.111299515E0	-3.516993523E-1	2.689347267E-1	1.196246184E0
3.842372317E0	-1.163169861E0	-3.561792374E-1	7.004814148E-1	1.403745699E0
3.852382086E0	-9.334507585E-1	-3.503088951E-1	1.002589703E0	1.413942273E0
3.862361240E0	-5.182818174E-1	-3.913030624E-1	1.016149044E0	1.205940715E0
3.872371009E0	-2.765870094E-2	-3.570699692E-1	9.280624390E-1	9.947682430E-1
3.882380855E0	2.702648044E-1	-4.525232315E-1	7.678532600E-1	9.313532995E-1
3.892360009E0	5.857735276E-1	-5.567069054E-1	4.741773605E-1	9.369617780E-1
3.902369856E0	7.856592536E-1	-6.352710724E-1	1.014494896E-1	1.015441676E0
3.912379625E0	7.619330883E-1	-6.475634575E-1	-3.025431633E-1	1.044707054E0
3.922358779E0	5.816069841E-1	-6.300835609E-1	-5.240669250E-1	1.004946824E0
3.932368625E0	3.894240856E-1	-6.680426598E-1	-6.110696793E-1	9.855649480E-1
3.942378394E0	8.908462524E-2	-6.854605675E-1	-7.083868980E-1	9.897495932E-1
3.952357779E0	-2.350920439E-1	-6.170468330E-1	-8.068699837E-1	1.042618930E0
3.962367394E0	-5.543824434E-1	-5.002131462E-1	-8.761863708E-1	1.151197482E0
3.972377163E0	-7.572097182E-1	-3.821673393E-1	-1.075327873E0	1.369579668E0
3.982356317E0	-3.892443776E-1	-2.393150330E-1	-1.561842442E0	1.627309031E0
3.992366163E0	3.303788304E-1	5.393981934E-2	-2.192482948E0	2.217891150E0
4.002375933E0	1.224183559E0	5.447125435E-1	-2.593725681E0	2.919374942E0
4.012355087E0	2.014533997E0	1.040977955E0	-2.401385784E0	3.302822431E0
4.022364933E0	2.957229853E0	1.179275036E0	-1.448889732E0	3.497882140E0
4.032374779E0	3.487105608E0	9.374222755E-1	-4.348754883E-4	3.610909336E0
4.042384548E0	3.659972906E0	4.329357147E-1	1.693289280E0	4.055867798E0
4.052363702E0	3.332495928E0	3.526067734E-2	3.185493469E0	4.610221369E0
4.062373548E0	2.393797159E0	-7.265186310E-2	4.189524174E0	4.825728539E0
4.072383317E0	1.328956366E0	1.420025826E-1	4.711785793E0	4.897674460E0
4.082362471E0	5.525854230E-1	3.064236641E-1	4.849966049E0	4.890952544E0
4.092372241E0	2.834964395E-1	2.444090843E-1	4.611000061E0	4.626167701E0
4.102382087E0	2.945956588E-1	7.154417038E-2	4.202562332E0	4.213482565E0
4.112361241E0	3.025739789E-1	-1.693439484E-2	3.845761299E0	3.857682952E0
4.122371010E0	3.410400152E-1	-4.683780670E-2	3.371699333E0	3.389226824E0
4.132380856E0	4.081657827E-1	-1.721382141E-3	2.777956009E0	2.807782373E0
4.142360010E0	4.519557059E-1	6.671714783E-2	2.276201248E0	2.321595843E0
4.152369856E0	6.056644917E-1	6.918001175E-2	1.740125656E0	1.843814700E0
4.162379625E0	7.608985901E-1	2.646017075E-2	1.227888107E0	1.444775418E0
4.172358779E0	9.301082492E-1	-7.414913177E-2	6.444902420E-1	1.134004903E0
4.182368625E0	9.648041129E-1	-1.881051064E-1	1.538448334E-1	9.949365508E-1
4.192378395E0	8.951655626E-1	-3.070383072E-1	-2.642049789E-1	9.825467813E-1
4.202357779E0	5.638645887E-1	-3.685364723E-1	-6.504311562E-1	9.363883248E-1
4.212367395E0	1.011924148E-1	-3.719897270E-1	-1.052734852E0	1.121100767E0
4.222377164E0	-2.782454491E-1	-3.485527039E-1	-1.432121754E0	1.499960744E0
4.232356318E0	-6.116080284E-1	-3.007335663E-1	-1.696914673E0	1.828667401E0
4.242366164E0	-8.314065933E-1	-2.618227005E-1	-1.791944027E0	1.992699537E0
4.252375933E0	-8.554622531E-1	-2.957410812E-1	-1.830109119E0	2.041709539E0
4.262355087E0	-6.445785761E-1	-3.650631905E-1	-1.911495686E0	2.050016690E0
4.272364933E0	-3.594533503E-1	-3.605556488E-1	-2.112266064E0	2.172757467E0
4.282374780E0	-1.312508881E-1	-2.434902191E-1	-2.351337433E0	2.367551901E0
4.292384549E0	-5.154328048E-2	-6.285905838E-2	-2.483458042E0	2.484788083E0
4.302363703E0	-7.423486561E-2	1.005816460E-1	-2.532065392E0	2.535149429E0
4.312373472E0	-1.015394926E-1	1.886520386E-1	-2.445539951E0	2.454906416E0
4.322383318E0	-1.869961619E-1	2.437376976E-1	-2.265679836E0	2.286412200E0
4.332362472E0	-3.634748459E-1	3.003959656E-1	-1.985967636E0	2.041180823E0
4.342372241E0	-5.389224291E-1	3.219356537E-1	-1.645784378E0	1.761444342E0
4.352382087E0	-5.258981586E-1	3.407254219E-1	-1.349754810E0	1.488119866E0
4.362361241E0	-2.928235531E-1	4.139332771E-1	-1.059401989E0	1.174486682E0
4.372371087E0	2.117036283E-2	5.259718895E-1	-8.425703049E-1	9.934884657E-1
4.382380857E0	3.445269763E-1	5.739383698E-1	-6.240892410E-1	9.152002352E-1
4.392360011E0	5.044729710E-1	5.263867378E-1	-3.526349068E-1	8.098934212E-1
4.402369857E0	5.387833714E-1	4.840183258E-1	1.675701141E-1	7.433982810E-1
4.412379626E0	5.608764887E-1	4.989566803E-1	6.347899437E-1	9.831065441E-1
4.422358780E0	4.958784580E-1	4.982161522E-1	1.005854607E0	1.227134169E0
4.432368626E0	3.584171534E-1	5.846648216E-1	1.170097828E0	1.356253935E0
4.442378395E0	2.809433043E-1	6.556134224E-1	1.205839634E0	1.401002256E0
4.452357549E0	1.261653900E-1	7.272157669E-1	1.154379845E0	1.370165429E0
4.462367395E0	-2.720978856E-2	7.787237167E-1	1.273797989E0	1.493222126E0
4.472377165E0	-2.418671250E-1	8.473424911E-1	1.407529354E0	1.660610697E0
4.482356318E0	-4.519990981E-1	9.867086411E-1	1.571626186E0	1.909949213E0
4.492366165E0	-6.744773388E-1	1.233037949E0	1.725111961E0	2.225154723E0
4.502375934E0	-7.968629599E-1	1.394033432E0	1.643493176E0	2.297692234E0
4.512355319E0	-7.422854304E-1	1.541462898E0	1.259254932E0	2.124339547E0
4.522364934E0	-4.024659991E-1	1.759601593E0	8.184471130E-1	1.981926417E0
4.532374703E0	2.973093092E-1	1.879503727E0	6.831388474E-1	2.021782820E0
4.542384549E0	1.308902860E0	1.587722778E0	1.243237972E0	2.404107105E0
4.552363703E0	2.265642881E0	7.923574448E-1	2.405897141E0	3.398427436E0
4.562373472E0	2.650133848E0	1.797533035E-2	3.378659248E0	4.294050633E0
4.572383319E0	2.347303152E0	-6.976394653E-1	4.132513523E0	4.803561276E0
4.582362473E0	1.322646499E0	-1.183789730E0	4.432391167E0	4.774603998E0
4.592372319E0	-5.869871005E-2	-1.402770042E0	4.257724762E0	4.483238727E0
4.602382088E0	-1.402256250E0	-1.317483902E0	3.734482765E0	4.201005588E0
4.612361242E0	-2.180943727E0	-1.162958622E0	2.959951401E0	3.856202872E0
4.622371088E0	-2.505652428E0	-9.915041924E-1	2.263159752E0	3.518986603E0
4.632380857E0	-2.381213427E0	-8.745102882E-1	1.842040062E0	3.134973240E0
4.642360011E0	-1.826153994E0	-8.778157234E-1	1.562417030E0	2.558621861E0
4.652369857E0	-7.899602652E-1	-1.034430504E0	1.286439896E0	1.830030408E0
4.662379627E0	3.343615532E-1	-1.190122604E0	8.768291473E-1	1.515591903E0
4.672358780E0	9.828953743E-1	-1.274302006E0	4.905176163E-1	1.682419820E0
4.682368627E0	1.334809303E0	-1.365980625E0	-2.371215820E-2	1.910021259E0
4.692378396E0	1.368045807E0	-1.388643742E0	-4.537711143E-1	2.001446726E0
4.702357550E0	1.196110725E0	-1.380481243E0	-9.228610992E-1	2.046480378E0
4.712367396E0	9.155333042E-1	-1.399962425E0	-1.362572670E0	2.157475447E0
4.722377165E0	6.252552271E-1	-1.394199848E0	-1.596714973E0	2.210030774E0
4.732356319E0	3.222429752E-1	-1.415496349E0	-1.713531971E0	2.245809935E0
4.742366165E0	1.650397480E-1	-1.375225544E0	-1.521031857E0	2.057187722E0
4.752375934E0	1.880725324E-1	-1.425244808E0	-1.166460991E0	1.851303671E0
4.762355319E0	4.742613435E-1	-1.526794910E0	-7.707080841E-1	1.774828857E0
4.772364935E0	9.115191102E-1	-1.626445770E0	-4.003791809E-1	1.906959994E0
4.782374704E0	1.205174923E0	-1.642373085E0	-3.827605247E-1	2.072761821E0
4.792384550E0	1.372266650E0	-1.668735027E0	-5.431742668E-1	2.227741151E0
4.802363704E0	1.409546614E0	-1.704421043E0	-8.111433983E-1	2.355806945E0
4.812373550E0	1.211775064E0	-1.717416286E0	-1.108145714E0	2.376111199E0
4.822383319E0	9.045057297E-1	-1.626109123E0	-1.345626354E0	2.296317004E0
4.832362473E0	6.943417192E-1	-1.493834972E0	-1.629322529E0	2.316968979E0
4.842372319E0	5.166508555E-1	-1.323626518E0	-1.769131184E0	2.269083606E0
4.852382089E0	3.799199462E-1	-1.079791546E0	-1.960718155E0	2.270397461E0
4.862361242E0	3.287592232E-1	-8.920564651E-1	-1.935026169E0	2.155962346E0
4.872371012E0	2.057629526E-1	-7.586340904E-1	-1.717170238E0	1.888527920E0
4.882380858E0	1.442876309E-1	-6.523890495E-1	-1.360232830E0	1.515474759E0
4.892360012E0	5.855128169E-2	-5.265388489E-1	-1.033289433E0	1.161188384E0
4.902369858E0	-1.546599865E-1	-3.750305176E-1	-7.258505821E-1	8.315206961E-1
4.912379627E0	-3.997586370E-1	-2.109236717E-1	-3.461513519E-1	5.693123234E-1
4.922358781E0	-4.426919222E-1	-1.170229912E-1	4.694604874E-2	4.602982185E-1
4.932368627E0	-2.420587242E-1	-5.022239685E-2	4.383139610E-1	5.032234529E-1
4.942378396E0	-2.811667323E-2	1.420497894E-3	6.092591286E-1	6.099092153E-1
4.952357781E0	1.213351786E-1	8.927392960E-2	5.768585205E-1	5.962028285E-1
4.962367397E0	3.071526587E-1	1.678652763E-1	3.045644760E-1	4.639838648E-1
4.972377166E0	5.379369855E-1	9.966516495E-2	1.024880409E-1	5.566086093E-1
4.982356320E0	6.806285381E-1	1.545858383E-2	-1.870565414E-1	7.060342233E-1
4.992366166E0	5.436314940E-1	-1.986408234E-2	-4.125952721E-1	6.827625075E-1
5.002375935E0	1.931752861E-1	-1.587486267E-2	-5.277695656E-1	5.622360863E-1
5.012355089E0	-1.331577599E-1	5.254745483E-4	-4.548721313E-1	4.739619405E-1
5.022364935E0	-3.274362981E-1	2.292633057E-2	-3.069801331E-1	4.494184554E-1
5.032374781E0	-5.402342677E-1	9.428977966E-2	-9.101247787E-2	5.559018778E-1
5.042384551E0	-8.032958508E-1	1.903724670E-1	1.216077805E-1	8.344545238E-1
5.052363704E0	-1.105252743E0	2.801027298E-1	2.850780487E-1	1.175291733E0
5.062373551E0	-1.422391176E0	3.704228401E-1	1.738824844E-1	1.480082720E0
5.072383320E0	-1.535672069E0	4.272403717E-1	2.482366562E-2	1.594189215E0
5.082362474E0	-1.467930555E0	4.417066574E-1	8.804845810E-2	1.535473027E0
5.092372243E0	-1.332181573E0	4.338798523E-1	3.318891525E-1	1.439829809E0
5.102382089E0	-1.183736086E0	2.860555649E-1	1.008849144E0	1.581403017E0
5.112361243E0	-1.034759283E0	-9.244918823E-3	2.043558121E0	2.290620448E0
5.122371012E0	-1.122279644E0	-3.337087631E-1	2.889169693E0	3.117398700E0
5.132380858E0	-1.395291328E0	-5.522623062E-1	3.646846771E0	3.943516568E0
5.142360012E0	-1.716271162E0	-7.005572319E-1	4.270172119E0	4.655183892E0
5.152369858E0	-2.017859459E0	-8.255214691E-1	4.829036713E0	5.298380702E0
5.162379628E0	-2.284839630E0	-8.599147797E-1	5.266714096E0	5.805017049E0
5.172358782E0	-2.406801462E0	-8.463783264E-1	5.413483620E0	5.984551316E0
5.182368628E0	-2.291657925E0	-7.836265564E-1	5.131278038E0	5.674132615E0
5.192378397E0	-1.991580129E0	-5.474090576E-1	4.602985382E0	5.045148413E0
5.202357782E0	-1.647615671E0	-3.339338303E-1	4.115091324E0	4.445236305E0
5.212367397E0	-1.158904076E0	-2.491745949E-1	3.642018318E0	3.830071026E0
5.222377166E0	-3.736607432E-1	-2.372345924E-1	3.046607018E0	3.078590087E0
5.232356320E0	3.320560753E-1	-2.270565033E-1	2.238541603E0	2.274397591E0
5.242366166E0	8.759719133E-1	-1.607365608E-1	1.364160538E0	1.629139959E0
5.252375936E0	1.166567564E0	-1.146416664E-1	4.846839905E-1	1.268440445E0
5.262355090E0	1.332516432E0	-6.918907166E-2	-5.725464821E-1	1.451963031E0
5.272364936E0	1.200951457E0	-8.629941940E-2	-1.321958542E0	1.788101333E0
5.282374782E0	8.656197786E-1	-1.133370399E-1	-1.679717541E0	1.893038273E0
5.292384551E0	4.519909322E-1	-2.190375328E-1	-1.729522705E0	1.800978076E0
5.302363705E0	-3.289294988E-2	-3.682413101E-1	-1.637084961E0	1.678311883E0
5.312373474E0	-3.521987200E-1	-4.485702515E-1	-1.500848293E0	1.605554362E0
5.322383320E0	-6.122641563E-1	-4.516940117E-1	-1.378415108E0	1.574459617E0
5.332362474E0	-8.038625717E-1	-4.133510590E-1	-1.323472500E0	1.602695726E0
5.342372244E0	-8.499297500E-1	-3.954157829E-1	-1.210247040E0	1.530827266E0
5.352382090E0	-7.739045024E-1	-3.902935982E-1	-1.126072884E0	1.421019849E0
5.362361244E0	-6.129208803E-1	-3.464994431E-1	-1.132429600E0	1.333465661E0
5.372371090E0	-4.188372493E-1	-3.081860542E-1	-1.230962753E0	1.336290607E0
5.382380859E0	-3.205135167E-1	-2.707347870E-1	-1.275375366E0	1.342612589E0
5.392360013E0	-2.867765129E-1	-2.312636375E-1	-1.433438778E0	1.480023773E0
5.402369859E0	-2.773759365E-1	-2.432065010E-1	-1.584016323E0	1.626405400E0
5.412379628E0	-3.855776787E-1	-2.884082794E-1	-1.785437584E0	1.849226013E0
5.422358782E0	-5.224119425E-1	-3.040065765E-1	-1.970362186E0	2.060985537E0
5.432368628E0	-7.300955057E-1	-3.306603432E-1	-2.123801708E0	2.270002072E0
5.442378398E0	-9.113157988E-1	-2.773270607E-1	-2.142269611E0	2.344509729E0
5.452357552E0	-1.202188134E0	-1.399135590E-1	-1.931335926E0	2.279230259E0
5.462367398E0	-1.387894034E0	-3.519773483E-2	-1.527387142E0	2.064073694E0
5.472377167E0	-1.550289631E0	-7.582664490E-3	-1.044429779E0	1.869301741E0
5.482356321E0	-1.592137694E0	-2.806949615E-2	-5.766868591E-1	1.693593242E0
5.492366167E0	-1.567537427E0	-1.047325134E-1	-1.936354637E-1	1.582920458E0
5.502375936E0	-1.480302691E0	-1.526689529E-1	-6.986236572E-2	1.489793482E0
5.512355321E0	-1.306862831E0	-1.584062576E-1	4.666805267E-2	1.317255066E0
5.522364936E0	-1.013682842E0	-1.311950684E-1	5.038738251E-2	1.023378688E0
5.532374706E0	-4.907271564E-1	-1.245145798E-1	1.214337349E-1	5.206372774E-1
5.542384552E0	-1.340132952E-1	-5.157232285E-2	2.325711250E-1	2.733287324E-1
5.552363706E0	-1.164662838E-1	7.365512848E-2	4.435892105E-1	4.645006576E-1
5.562373475E0	-3.489841819E-1	2.265057564E-1	7.465209961E-1	8.546276467E-1
5.572383321E0	-5.510281920E-1	3.105349541E-1	1.048830032E0	1.224789150E0
5.582362475E0	-6.375714540E-1	3.043384552E-1	1.295358658E0	1.475490870E0
5.592372321E0	-7.158557177E-1	2.993779182E-1	1.587291241E0	1.766796544E0
5.602382090E0	-7.772166729E-1	3.137845993E-1	1.943220615E0	2.116278075E0
5.612361244E0	-7.420344949E-1	2.918658257E-1	2.146437168E0	2.289758365E0
5.622371090E0	-7.512891889E-1	3.561692238E-1	2.172622204E0	2.326280121E0
5.632380860E0	-8.249973059E-1	5.114622116E-1	2.069116116E0	2.285488055E0
5.642360014E0	-8.591466546E-1	7.769880295E-1	2.008086205E0	2.318243641E0
5.652369860E0	-6.981241703E-1	9.364089966E-1	2.009118080E0	2.323960978E0
5.662379629E0	-1.758366823E-1	9.710469246E-1	2.030813694E0	2.257887271E0
5.672358783E0	5.312612057E-1	8.593916893E-1	2.296103954E0	2.508562519E0
5.682368629E0	1.008828282E0	6.397314072E-1	2.478457451E0	2.751316433E0
5.692378398E0	1.264566541E0	3.080506325E-1	2.643065453E0	2.946153206E0
5.702357552E0	1.317154527E0	-1.208086014E-1	2.733227730E0	3.036449339E0
5.712367398E0	1.054614782E0	-5.436258316E-1	3.060550690E0	3.282485630E0
5.722377168E0	7.268649936E-1	-9.100422859E-1	3.277347565E0	3.478148464E0
5.732356321E0	2.637916505E-1	-1.235321999E0	3.427365303E0	3.652730403E0
5.742366168E0	-4.101022482E-1	-1.488199711E0	3.235757828E0	3.585115194E0
5.752375937E0	-1.291338682E0	-1.586693287E0	2.709532738E0	3.395102183E0
5.762355321E0	-1.862510681E0	-1.540433884E0	2.021495819E0	3.150924933E0
5.772364937E0	-2.109699965E0	-1.463664055E0	1.219660759E0	2.842660510E0
5.782374706E0	-2.024970055E0	-1.372442245E0	4.457921982E-1	2.486530137E0
5.792384552E0	-1.685572982E0	-1.324447155E0	-3.196606636E-1	2.167371561E0
5.802363706E0	-1.250224948E0	-1.231872559E0	-7.023215294E-1	1.890457075E0
5.812373552E0	-7.292757034E-1	-1.152607441E0	-8.449411392E-1	1.604453955E0
5.822383322E0	-5.118477345E-2	-1.013877869E0	-5.766754150E-1	1.167528478E0
5.832362476E0	5.469148159E-1	-1.009228230E0	-2.606830597E-1	1.177120679E0
5.842372322E0	1.113394737E0	-1.116692066E0	8.401966095E-2	1.579147971E0
5.852382091E0	1.488328695E0	-1.225494862E0	3.791532516E-1	1.964870772E0
5.862361245E0	1.730393529E0	-1.342987537E0	4.397230148E-1	2.234106895E0
5.872371014E0	1.722372293E0	-1.443944454E0	2.358741760E-1	2.259906753E0
5.882380860E0	1.533188581E0	-1.507555008E0	4.014158249E-2	2.150581474E0
5.892360014E0	1.302222967E0	-1.561451912E0	-2.608208656E-1	2.049864448E0
5.902369860E0	1.049773574E0	-1.572963715E0	-6.348867416E-1	1.994823445E0
5.912379630E0	6.923509836E-1	-1.495252609E0	-8.418116570E-1	1.850345134E0
5.922358783E0	3.925240040E-1	-1.387281418E0	-8.943476677E-1	1.696609141E0
5.932368630E0	2.074485719E-1	-1.332276821E0	-8.222002983E-1	1.579243417E0
5.942378399E0	2.338441312E-1	-1.239898205E0	-5.152516365E-1	1.362906778E0
5.952357783E0	3.186100423E-1	-1.119257927E0	-2.166848183E-1	1.183724198E0
5.962367399E0	5.318126678E-1	-9.673495293E-1	5.773401260E-2	1.105406279E0
5.972377168E0	9.540224075E-1	-8.422141075E-1	2.360591888E-1	1.294297994E0
5.982356322E0	1.391494155E0	-6.784291267E-1	3.580870628E-1	1.588945691E0
5.992366168E0	1.838647246E0	-6.254301071E-1	2.956724167E-1	1.964486878E0
6.002375937E0	2.230953455E0	-5.680956841E-1	1.616530418E-1	2.307816659E0
6.012355091E0	2.396230698E0	-5.515794754E-1	-8.689546585E-2	2.460429291E0
6.022364937E0	2.291866064E0	-4.586777687E-1	-3.270635605E-1	2.360085999E0
6.032374784E0	2.022282362E0	-3.875427246E-1	-4.462499619E-1	2.106882613E0
6.042384553E0	1.743495226E0	-3.304686546E-1	-4.136795998E-1	1.822118532E0
6.052363707E0	1.625120163E0	-2.909770012E-1	-1.588835716E-1	1.658591917E0
6.062373553E0	1.695948839E0	-2.922701836E-1	1.975517273E-1	1.732250274E0
6.072383322E0	1.773432136E0	-2.208294868E-1	5.059084892E-1	1.857355809E0
6.082362476E0	1.760488749E0	-1.483211517E-1	7.896614075E-1	1.935170519E0
6.092372245E0	1.735167265E0	-1.682128906E-1	1.165965080E0	2.097278137E0
6.102382092E0	1.731132030E0	-2.382102013E-1	1.350409031E0	2.208430836E0
6.112361245E0	1.693746090E0	-3.539910316E-1	1.307223320E0	2.168621285E0
6.122371015E0	1.651425123E0	-4.362688065E-1	1.107781887E0	2.035857588E0
6.132380861E0	1.712100625E0	-4.377889633E-1	5.707440376E-1	1.857066634E0
6.142360015E0	1.810931802E0	-3.899636269E-1	1.982355118E-2	1.852549215E0
6.152369861E0	1.790305853E0	-3.295397758E-1	-2.708230019E-1	1.840417509E0
6.162379630E0	1.843945980E0	-3.066039085E-1	-4.111232758E-1	1.913939676E0
6.172358784E0	1.930364251E0	-3.416519165E-1	-3.345127106E-1	1.988700814E0
6.182368630E0	2.068794966E0	-3.962597847E-1	-1.465916634E-1	2.111497938E0
6.192378399E0	2.308838367E0	-4.271268845E-1	1.907119751E-1	2.355746812E0
6.202357784E0	2.648215532E0	-4.335656166E-1	8.587174416E-1	2.817520238E0
6.212367399E0	3.052922010E0	-5.398364067E-1	1.546034813E0	3.464387361E0
6.222377169E0	3.305873871E0	-6.793985367E-1	2.119247913E0	3.985172034E0
6.232356323E0	3.239965916E0	-7.515783310E-1	2.547171116E0	4.189311377E0
6.242366169E0	2.668932438E0	-7.593545914E-1	2.689272404E0	3.864195364E0
6.252375938E0	2.072126865E0	-7.873868942E-1	2.676012993E0	3.474871711E0
6.262355092E0	1.630536199E0	-8.245897293E-1	2.529971123E0	3.120793232E0
6.272364938E0	1.332934141E0	-8.610954285E-1	2.286888599E0	2.783533407E0
