"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
6.282374784E0	1.247583985E0	-8.200364113E-1	2.066222668E0	2.549157043E0
6.292384554E0	1.252139091E0	-7.077040672E-1	2.013145447E0	2.474156814E0
6.302363707E0	1.277961612E0	-6.227269173E-1	2.029530525E0	2.477896053E0
6.312373477E0	1.314359188E0	-5.616774559E-1	2.020549774E0	2.475003642E0
6.322383323E0	1.381420732E0	-5.488142967E-1	1.845876694E0	2.369974924E0
6.332362477E0	1.542985559E0	-5.581998825E-1	1.496072292E0	2.220500810E0
6.342372246E0	1.710676432E0	-5.483002663E-1	1.036425114E0	2.073939259E0
6.352382092E0	1.888974547E0	-5.385899544E-1	4.022064209E-1	2.005012216E0
6.362361246E0	1.956746697E0	-5.388050079E-1	-1.168594360E-1	2.032934972E0
6.372371092E0	2.025616407E0	-5.341930389E-1	-5.266776085E-1	2.160063271E0
6.382380861E0	2.105091333E0	-5.340027809E-1	-4.587311745E-1	2.219685289E0
6.392360015E0	2.577229023E0	-6.746296883E-1	-2.579860687E-1	2.676526007E0
6.402369861E0	2.995522738E0	-7.309727669E-1	1.840658188E-1	3.088908850E0
6.412379631E0	3.312309265E0	-7.166728973E-1	5.449409485E-1	3.432487924E0
6.422358785E0	3.412345886E0	-6.478366852E-1	7.764158249E-1	3.559019296E0
6.432368631E0	3.193234444E0	-6.831588745E-1	7.499771118E-1	3.350510100E0
6.442378400E0	2.844459772E0	-7.565884590E-1	5.260014534E-1	2.989992478E0
6.452357554E0	2.377942562E0	-7.912282944E-1	2.424707413E-1	2.517825471E0
6.462367400E0	1.863674402E0	-8.187646866E-1	-1.228523254E-2	2.035634745E0
6.472377169E0	1.579614878E0	-8.571653366E-1	-1.760053635E-1	1.805794414E0
6.482356323E0	1.525383830E0	-8.893370628E-1	-2.591385841E-1	1.784620141E0
6.492366169E0	1.636220455E0	-8.420348167E-1	-4.433274269E-1	1.892823082E0
6.502375939E0	1.883872986E0	-7.283267975E-1	-7.543869019E-1	2.156046602E0
6.512355323E0	2.022721052E0	-5.819206238E-1	-1.074625492E0	2.363229150E0
6.522364939E0	2.154670477E0	-4.227428436E-1	-1.469563484E0	2.642145569E0
6.532374708E0	2.191315651E0	-2.707719803E-1	-1.880367279E0	2.900166004E0
6.542384554E0	2.396505833E0	-1.604876518E-1	-2.291557312E0	3.319673389E0
6.552363708E0	2.491499186E0	-2.659368515E-2	-2.485470295E0	3.519351929E0
6.562373477E0	2.486417294E0	5.357694626E-2	-2.568309307E0	3.575101977E0
6.572383323E0	2.413100243E0	9.187698364E-2	-2.374345779E0	3.386592984E0
6.582362477E0	2.329241514E0	4.696178436E-2	-2.122552872E0	3.151634835E0
6.592372323E0	2.271429062E0	6.711006165E-2	-1.750558853E0	2.868510074E0
6.602382093E0	2.147068024E0	9.218358994E-2	-1.427613258E0	2.580015219E0
6.612361247E0	1.937694788E0	1.312785149E-1	-9.947805405E-1	2.182082369E0
6.622371093E0	1.830578566E0	2.081842422E-1	-5.511503220E-1	1.923051024E0
6.632380862E0	1.839251280E0	2.802724838E-1	-7.019424438E-2	1.861806963E0
6.642360016E0	1.988622427E0	2.953262329E-1	4.796900749E-1	2.066867027E0
6.652369862E0	2.276863575E0	3.626475334E-1	1.022063255E0	2.521950489E0
6.662379631E0	2.485062599E0	4.667987823E-1	1.407910347E0	2.894071314E0
6.672358785E0	2.542481899E0	5.963563919E-1	1.687602043E0	3.109317580E0
6.682368631E0	2.446840763E0	7.086286545E-1	1.729736805E0	3.079151458E0
6.692378401E0	1.766351223E0	7.362852097E-1	1.751238346E0	2.594021646E0
6.702357555E0	1.295524359E0	6.914892197E-1	1.756345272E0	2.289386254E0
6.712367401E0	9.672554731E-1	6.371288300E-1	1.897553921E0	2.223112048E0
6.722377170E0	8.031635284E-1	5.438718796E-1	1.999394417E0	2.222261530E0
6.732356324E0	7.315055132E-1	4.102416039E-1	2.000919342E0	2.169579845E0
6.742366170E0	7.480542064E-1	3.431830406E-1	2.001043320E0	2.163685297E0
6.752375939E0	6.401815414E-1	4.046516418E-1	1.961803436E0	2.102914187E0
6.762355324E0	2.722623944E-1	4.985823631E-1	1.619948387E0	1.716666526E0
6.772364939E0	-1.188228130E-1	7.203631401E-1	1.105141640E0	1.324530090E0
6.782374709E0	-5.381479263E-1	9.922809601E-1	4.083242416E-1	1.200397176E0
6.792384555E0	-7.252496481E-1	1.279786110E0	-1.979289055E-1	1.484255837E0
6.802363709E0	-4.583864212E-1	1.281847000E0	-6.120657921E-1	1.492606571E0
6.812373555E0	2.272454500E-1	9.549431801E-1	-2.948350906E-1	1.024931560E0
6.822383324E0	1.152966022E0	3.815789223E-1	7.108163834E-1	1.407193325E0
6.832362478E0	1.980278015E0	-1.676759720E-1	2.091632366E0	2.885228276E0
6.842372324E0	2.412272215E0	-6.814556122E-1	3.793748856E0	4.547083611E0
6.852382093E0	2.288508892E0	-1.028140545E0	4.882139683E0	5.489046712E0
6.862361247E0	1.765120268E0	-1.217641830E0	5.110733032E0	5.542372535E0
6.872371016E0	8.613439798E-1	-1.139558315E0	4.777386189E0	4.986373973E0
6.882380863E0	-1.278824210E-1	-8.972535133E-1	3.620566845E0	3.732281080E0
6.892360016E0	-4.276509881E-1	-6.750049591E-1	2.310166836E0	2.444460650E0
6.902369863E0	-5.021308064E-1	-4.304594994E-1	1.321998596E0	1.478212101E0
6.912379632E0	-2.324361801E-1	-2.874469757E-1	4.282612801E-1	5.657385135E-1
6.922358786E0	3.859339952E-1	-3.359627724E-1	-4.461765289E-3	5.116990722E-1
6.932368632E0	1.146423697E0	-5.468802452E-1	-1.352944374E-1	1.277368342E0
6.942378401E0	1.775743484E0	-7.274050713E-1	-2.404203415E-1	1.933955791E0
6.952357786E0	2.202980995E0	-7.848410606E-1	-3.102788925E-1	2.359104437E0
6.962367401E0	2.295544147E0	-8.538880348E-1	-3.286309242E-1	2.471162883E0
6.972377171E0	2.176913261E0	-9.660849571E-1	-3.924536705E-1	2.413771194E0
6.982356324E0	1.786137819E0	-1.095539570E0	-3.895020485E-1	2.131245435E0
6.992366171E0	1.050034523E0	-1.191851616E0	-2.533206940E-1	1.608494373E0
7.002375940E0	5.436410308E-1	-1.251804829E0	-1.028146744E-1	1.368624038E0
7.012355094E0	2.843146324E-1	-1.299119473E0	1.128048897E-1	1.334642708E0
7.022364940E0	2.064507902E-1	-1.341686249E0	2.812862396E-1	1.386313770E0
7.032374786E0	3.224401176E-1	-1.399137497E0	3.677697182E-1	1.482163260E0
7.042384555E0	5.120223761E-1	-1.410211086E0	3.170075417E-1	1.533413187E0
7.052363709E0	7.296845913E-1	-1.415475845E0	7.317972183E-2	1.594166473E0
7.062373555E0	8.620833158E-1	-1.370743752E0	-3.482079506E-1	1.656313634E0
7.072383325E0	7.832232714E-1	-1.205408096E0	-9.223952293E-1	1.707998926E0
7.082362478E0	7.063394785E-1	-9.879975319E-1	-1.477859974E0	1.912883866E0
7.092372248E0	6.428312063E-1	-7.737116814E-1	-1.865004063E0	2.118986050E0
7.102382094E0	9.057207704E-1	-6.082010269E-1	-2.231223583E0	2.483666097E0
7.112361248E0	1.061937928E0	-4.050550461E-1	-2.229114532E0	2.502145750E0
7.122371017E0	1.077953577E0	-2.091150284E-1	-1.988129139E0	2.271204632E0
7.132380863E0	1.068606138E0	-1.159849167E-1	-1.637779713E0	1.959003310E0
7.142360017E0	1.043386340E0	-6.490802765E-2	-1.128786564E0	1.538514613E0
7.152369863E0	9.700206518E-1	-1.026344299E-2	-5.813026428E-1	1.130910326E0
7.162379633E0	8.510677814E-1	2.356100082E-2	-6.243085861E-2	8.536797418E-1
7.172358786E0	7.484237552E-1	1.005816460E-1	3.895335197E-1	8.497006225E-1
7.182368633E0	6.292714477E-1	2.095427513E-1	8.038110733E-1	1.042114658E0
7.192378402E0	5.470411777E-1	2.783265114E-1	8.737411499E-1	1.067774927E0
7.202357556E0	4.583319724E-1	3.927259445E-1	7.499675751E-1	9.626802315E-1
7.212367402E0	4.501869380E-1	4.551873207E-1	2.877941132E-1	7.019182486E-1
7.222377171E0	5.676667690E-1	5.097928047E-1	-6.487083435E-2	7.657300370E-1
7.232356325E0	7.671331167E-1	5.319886208E-1	-2.503762245E-1	9.665367894E-1
7.242366171E0	1.091967463E0	6.053047180E-1	-2.795147896E-1	1.279419892E0
7.252375940E0	1.603898048E0	5.388894081E-1	-9.938764572E-2	1.694924378E0
7.262355094E0	2.026122093E0	3.621578217E-1	4.615116119E-2	2.058751795E0
7.272364940E0	2.243801832E0	2.991027832E-1	3.000316620E-1	2.283446548E0
7.282374787E0	2.292821884E0	2.506456375E-1	5.940113068E-1	2.381744080E0
7.292384556E0	2.309132576E0	1.962471008E-1	1.120983601E0	2.574336888E0
7.302363710E0	2.243020535E0	1.669211388E-1	1.646275520E0	2.787333291E0
7.312373479E0	1.954449296E0	8.854198456E-2	1.958622932E0	2.768377779E0
7.322383325E0	1.444317818E0	2.822160721E-2	1.954302788E0	2.430257148E0
7.332362479E0	1.070581794E0	7.984161377E-2	1.438183784E0	1.794684557E0
7.342372248E0	1.113620639E0	1.139588356E-1	7.763977051E-1	1.362325563E0
7.352382095E0	1.481201530E0	8.965730667E-2	2.687053680E-1	1.508044753E0
7.362361248E0	1.988618612E0	8.460474014E-2	1.613464355E-1	1.996946324E0
7.372371095E0	2.486467838E0	-1.026597023E-1	5.956358910E-1	2.558875425E0
7.382380864E0	2.909317732E0	-3.320894241E-1	1.331268311E0	3.216626861E0
7.392360018E0	3.183410406E0	-5.130367279E-1	2.287825584E0	3.953663415E0
7.402369864E0	3.378120899E0	-8.654265404E-1	3.237342834E0	4.758261503E0
7.412379633E0	3.152488947E0	-1.124399185E0	3.931064129E0	5.162918290E0
7.422358787E0	2.432115316E0	-1.208529472E0	4.156527042E0	4.965122904E0
7.432368633E0	1.496041059E0	-1.086772442E0	3.863852978E0	4.283523436E0
7.442378402E0	3.976433873E-1	-8.094525337E-1	3.017815113E0	3.149689147E0
7.452357556E0	-2.729518414E-1	-6.129336357E-1	2.114840508E0	2.218725022E0
7.462367402E0	-4.684455097E-1	-4.905362129E-1	1.238521099E0	1.412091174E0
7.472377172E0	-1.268444657E-1	-4.550533295E-1	3.606233597E-1	5.943166317E-1
7.482356326E0	6.557596326E-1	-5.094752312E-1	-5.156955719E-1	9.775109359E-1
7.492366172E0	1.420518517E0	-5.788435936E-1	-1.090400696E0	1.881995335E0
7.502375941E0	2.109006166E0	-6.260895729E-1	-1.520366669E0	2.674212028E0
7.512355326E0	2.622560978E0	-6.461353302E-1	-1.698418617E0	3.190602255E0
7.522364941E0	3.086197615E0	-7.238683701E-1	-1.646566868E0	3.572083927E0
7.532374710E0	3.160130739E0	-7.497134209E-1	-1.364962101E0	3.523012637E0
7.542384557E0	2.873771429E0	-8.469052315E-1	-9.026618004E-1	3.128994890E0
7.552363710E0	2.218805790E0	-9.217615128E-1	-3.731250763E-1	2.431453422E0
7.562373480E0	1.522349954E0	-9.029731750E-1	-3.793621063E-2	1.770409301E0
7.572383326E0	9.037190676E-1	-8.535284996E-1	1.552858353E-1	1.252730116E0
7.582362480E0	5.140337944E-1	-7.691173553E-1	2.464327812E-1	9.573407772E-1
7.592372326E0	3.893001378E-1	-7.436842918E-1	3.090729713E-1	8.945093766E-1
7.602382095E0	5.978823304E-1	-7.256588936E-1	3.047485352E-1	9.883905000E-1
7.612361249E0	8.752691746E-1	-7.068881989E-1	1.595568657E-1	1.136329814E0
7.622371095E0	1.114202857E0	-6.820344925E-1	-1.421055794E-1	1.314082589E0
7.632380864E0	1.161689758E0	-6.762790680E-1	-7.954382896E-1	1.561921427E0
7.642360018E0	1.037482977E0	-5.977673531E-1	-1.489413261E0	1.911033385E0
7.652369864E0	8.186184168E-1	-5.054559708E-1	-2.096632004E0	2.306834977E0
7.662379634E0	6.304583549E-1	-4.152011871E-1	-2.657222748E0	2.762372621E0
7.672358788E0	5.220976472E-1	-2.895312309E-1	-3.015478134E0	3.074007590E0
7.682368634E0	4.327178299E-1	-1.381158829E-1	-3.179680824E0	3.211960595E0
7.692378403E0	3.260389566E-1	6.755828857E-2	-3.115715981E0	3.133456812E0
7.702357557E0	2.301990390E-1	2.385201454E-1	-2.743877888E0	2.763828743E0
7.712367403E0	3.803665936E-1	3.630175591E-1	-2.114817142E0	2.179199862E0
7.722377172E0	7.806937695E-1	4.092378616E-1	-1.235399723E0	1.517620132E0
7.732356326E0	1.229084015E0	4.563837051E-1	-3.553462029E-1	1.358383056E0
7.742366172E0	1.760863781E0	5.359101295E-1	4.762434959E-1	1.901222972E0
7.752375942E0	2.072909355E0	6.700119972E-1	9.036049843E-1	2.358467986E0
7.762355326E0	2.212496758E0	7.863287926E-1	1.273912430E0	2.671386859E0
7.772364942E0	2.229758263E0	8.346343040E-1	1.374667168E0	2.749208278E0
7.782374711E0	2.112421513E0	8.468537331E-1	1.272060871E0	2.607225489E0
7.792384557E0	1.477830887E0	8.092556000E-1	1.207317352E0	2.072798578E0
7.802363711E0	9.068058729E-1	8.019461632E-1	1.227292538E0	1.723850780E0
7.812373557E0	5.858396292E-1	8.090257645E-1	1.304137707E0	1.642712975E0
7.822383326E0	2.936059833E-1	8.305211067E-1	1.506481171E0	1.745123291E0
7.832362480E0	1.852592379E-1	8.711295128E-1	1.762201786E0	1.974472777E0
7.842372326E0	1.194432527E-1	9.193925858E-1	2.080032825E0	2.277297954E0
7.852382096E0	8.288476616E-2	8.966565132E-1	2.377737045E0	2.542537363E0
7.862361250E0	1.038680971E-2	9.047427177E-1	2.303561211E0	2.474886163E0
7.872371019E0	-2.148578465E-1	1.032697678E0	1.853531837E0	2.132652963E0
7.882380865E0	-4.757053554E-1	1.225813866E0	1.242314339E0	1.808938953E0
7.892360019E0	-5.654282570E-1	1.417065620E0	4.465384483E-1	1.589710877E0
7.902369865E0	-4.085043073E-1	1.523214340E0	-5.284585953E-1	1.663227640E0
7.912379634E0	1.317883432E-1	1.499114037E0	-1.329954624E0	2.008355139E0
7.922358788E0	5.480642319E-1	1.447519302E0	-1.553378105E0	2.192868001E0
7.932368634E0	1.043519378E0	1.049730301E0	-5.469932556E-1	1.577994936E0
7.942378404E0	1.661290050E0	3.309211731E-1	8.235354424E-1	1.883508449E0
7.952357788E0	2.101684570E0	-3.973083496E-1	2.498413563E0	3.288921144E0
7.962367404E0	2.083525181E0	-9.482932091E-1	4.047595978E0	4.650093589E0
7.972377173E0	1.668728232E0	-1.383852482E0	4.984175682E0	5.435228499E0
7.982356327E0	8.790808916E-1	-1.489059925E0	4.852461815E0	5.151355971E0
7.992366173E0	-1.605906785E-1	-1.267191887E0	4.066608429E0	4.262495602E0
8.002375942E0	-1.301625490E0	-8.658757210E-1	2.941360474E0	3.331001519E0
8.012355096E0	-1.878258228E0	-6.674151421E-1	2.145247459E0	2.928375592E0
8.022364942E0	-1.910508633E0	-6.921997070E-1	1.620439529E0	2.599039811E0
8.032374788E0	-1.474064946E0	-8.265953064E-1	1.255878448E0	2.105554070E0
8.042384558E0	-7.535513639E-1	-9.886026382E-1	7.930669785E-1	1.474493156E0
8.052363712E0	-1.642329842E-1	-1.050931931E0	4.819760323E-1	1.167789061E0
8.062373558E0	4.022654891E-1	-1.128692150E0	2.484264374E-1	1.223715322E0
8.072383327E0	8.328497410E-1	-1.231010914E0	3.342437744E-2	1.486655222E0
8.082362481E0	9.827343822E-1	-1.240782738E0	-3.095912933E-2	1.583119432E0
8.092372250E0	8.769342303E-1	-1.210813999E0	9.754180908E-2	1.498198448E0
8.102382096E0	6.195130944E-1	-1.179197311E0	3.491683006E-1	1.377033506E0
8.112361250E0	4.231676459E-1	-1.195763588E0	7.085175514E-1	1.452900043E0
8.122371019E0	1.903601289E-1	-1.261613369E0	9.841804504E-1	1.611370979E0
8.132380866E0	-1.217503250E-1	-1.349492550E0	1.029804230E0	1.701896012E0
8.142360019E0	-4.255314469E-1	-1.347681522E0	8.643994331E-1	1.656655932E0
8.152369866E0	-7.150707841E-1	-1.289015293E0	5.011425018E-1	1.556929818E0
8.162379635E0	-7.697843313E-1	-1.209802628E0	1.054849625E-1	1.437816884E0
8.172358789E0	-6.730165482E-1	-1.170718670E0	-2.597069740E-1	1.375129518E0
8.182368635E0	-4.529453218E-1	-1.088198662E0	-6.294145584E-1	1.336225459E0
8.192378404E0	-8.259113133E-2	-1.009171009E0	-1.037697315E0	1.449849350E0
8.202357789E0	2.411568314E-1	-9.210863113E-1	-1.347741127E0	1.650140223E0
8.212367404E0	5.273129940E-1	-8.527393341E-1	-1.592317104E0	1.881674022E0
8.222377174E0	7.206956744E-1	-7.981433868E-1	-1.762184620E0	2.064395736E0
8.232356327E0	7.771317959E-1	-7.768797874E-1	-1.866083622E0	2.165581704E0
8.242366174E0	6.546292305E-1	-7.324266434E-1	-1.857375145E0	2.101149839E0
8.252375943E0	4.146677256E-1	-6.764063835E-1	-1.714931965E0	1.889567824E0
8.262355097E0	1.161029264E-1	-6.130247116E-1	-1.314845085E0	1.455368264E0
8.272364943E0	-8.128386736E-2	-5.717186928E-1	-8.912706375E-1	1.061994670E0
8.282374789E0	-2.047131509E-1	-4.869441986E-1	-4.909186363E-1	7.211263649E-1
8.292384558E0	-2.843296528E-1	-3.596253395E-1	-1.786537170E-1	4.920273233E-1
8.302363712E0	-3.202271163E-1	-2.546229362E-1	1.170010567E-1	4.255202615E-1
8.312373481E0	-3.105319142E-1	-1.953201294E-1	2.035684586E-1	4.195475420E-1
8.322383328E0	-2.630230784E-1	-1.642632484E-1	2.237510681E-1	3.823978230E-1
8.332362481E0	-2.033796608E-1	-1.640439034E-1	1.012206078E-1	2.802129549E-1
8.342372251E0	-4.512999952E-2	-1.981868744E-1	-1.266098022E-1	2.394677349E-1
8.352382097E0	1.245759726E-1	-2.652654648E-1	-2.811880112E-1	4.061423856E-1
8.362361251E0	3.886550367E-1	-3.449440002E-1	-3.725991249E-1	6.394288144E-1
8.372371097E0	6.504124403E-1	-3.933711052E-1	-3.221116066E-1	8.255501535E-1
8.382380866E0	9.164942503E-1	-4.503607750E-1	-9.911632538E-2	1.025968121E0
8.392360020E0	1.116877913E0	-4.736208916E-1	1.583895683E-1	1.223446067E0
8.402369866E0	1.292369843E0	-4.165005684E-1	5.186581612E-1	1.453512580E0
8.412379636E0	1.390937567E0	-3.981614113E-1	8.828992844E-1	1.694919163E0
8.422358789E0	1.328984380E0	-4.020619392E-1	1.323034763E0	1.917882757E0
8.432368636E0	1.025532842E0	-3.793807030E-1	1.653485298E0	1.982337246E0
8.442378405E0	6.426070333E-1	-2.950582504E-1	1.891332150E0	2.019193024E0
8.452357559E0	2.718663812E-1	-2.713928223E-1	1.897675514E0	1.936165734E0
8.462367405E0	-9.037110209E-2	-1.606707573E-1	1.589094639E0	1.599751168E0
8.472377174E0	-3.865170181E-1	7.549428940E-2	1.214233398E0	1.276502072E0
8.482356328E0	-4.881267548E-1	3.957848549E-1	7.975802422E-1	1.015405152E0
8.492366174E0	-3.580781221E-1	7.354974747E-1	2.173137665E-1	8.464051925E-1
8.502375943E0	8.536949754E-4	1.002939701E0	-2.165837288E-1	1.026059104E0
8.512355328E0	7.839583158E-1	1.048578739E0	-4.447784424E-1	1.382727694E0
8.522364943E0	1.760368586E0	8.801865578E-1	-2.852392197E-2	1.968359608E0
8.532374713E0	3.052971363E0	5.660128593E-1	1.085201740E0	3.289174291E0
8.542384559E0	4.349001884E0	1.425776482E-1	2.530616283E0	5.033702867E0
8.552363713E0	5.042644024E0	-3.432478905E-1	4.373849392E0	6.684058376E0
8.562373482E0	5.041994572E0	-8.074250221E-1	6.019751072E0	7.893734692E0
8.572383328E0	4.537657738E0	-1.263854980E0	6.684801102E0	8.177666716E0
8.582362482E0	3.489182472E0	-1.384090424E0	6.258107662E0	7.297534662E0
8.592372328E0	2.004352331E0	-1.188576698E0	5.285314560E0	5.776217866E0
8.602382097E0	5.272485614E-1	-9.815502167E-1	3.940373898E0	4.094872199E0
8.612361251E0	-2.521005273E-1	-8.287501335E-1	2.654871464E0	2.792619550E0
8.622371098E0	-3.930073678E-1	-8.286786079E-1	1.932376385E0	2.138981421E0
8.632380867E0	1.298448145E-1	-9.906182289E-1	1.463123322E0	1.771698057E0
8.642360021E0	1.192654371E0	-1.200803757E0	1.116116524E0	2.027330808E0
8.652369867E0	2.109144688E0	-1.364639282E0	8.497333527E-1	2.651938622E0
8.662379636E0	2.752859592E0	-1.406880856E0	5.994892120E-1	3.149116859E0
8.672358790E0	3.174400330E0	-1.431427956E0	1.759257317E-1	3.486653597E0
8.682368636E0	3.437174797E0	-1.562646866E0	-5.087757111E-1	3.809841012E0
8.692378405E0	3.309348583E0	-1.684847832E0	-1.047580242E0	3.858487349E0
8.702357559E0	2.847422123E0	-1.768635750E0	-1.260453701E0	3.581149075E0
8.712367405E0	2.196789980E0	-1.827014446E0	-1.109051704E0	3.064941057E0
8.722377175E0	1.642804146E0	-1.922572613E0	-7.853579521E-1	2.647995096E0
8.732356329E0	1.246938229E0	-1.928884506E0	-4.526543617E-1	2.341013959E0
8.742366175E0	8.844202757E-1	-1.801242828E0	-9.106302261E-2	2.008722834E0
8.752375944E0	6.484141946E-1	-1.605479240E0	1.823716164E-1	1.741052545E0
8.762355329E0	7.855736017E-1	-1.525529861E0	4.589843750E-1	1.776241509E0
8.772364944E0	8.947180510E-1	-1.427696228E0	6.591281891E-1	1.809222728E0
8.782374713E0	1.010308862E0	-1.345347404E0	6.428279877E-1	1.801086188E0
8.792384559E0	1.042759657E0	-1.210705280E0	6.242823601E-1	1.715483443E0
8.802363713E0	1.107613564E0	-1.094431400E0	6.428360939E-1	1.684584857E0
8.812373560E0	1.156616449E0	-1.011178493E0	5.000739098E-1	1.615647694E0
8.822383329E0	1.179043055E0	-9.555530548E-1	4.541854858E-1	1.584142866E0
8.832362483E0	1.123744845E0	-8.381729126E-1	2.535929680E-1	1.424656345E0
8.842372329E0	1.011782527E0	-7.628197670E-1	1.245465279E-1	1.273228069E0
8.852382098E0	9.761293530E-1	-7.093334198E-1	4.492282867E-2	1.207476904E0
8.862361252E0	9.717440009E-1	-6.621336937E-1	1.629114151E-2	1.175998653E0
8.872371021E0	1.050567031E0	-6.345510483E-1	-7.709217072E-2	1.229751732E0
8.882380867E0	1.140320182E0	-6.345944405E-1	-2.034583092E-1	1.320770799E0
8.892360021E0	1.155121922E0	-5.791707039E-1	-3.017868996E-1	1.326959190E0
8.902369867E0	1.226327658E0	-5.526199341E-1	-3.786039352E-1	1.397357955E0
8.912379637E0	9.552733898E-1	-4.370589256E-1	-4.396867752E-1	1.138811755E0
8.922358791E0	6.187187433E-1	-3.772511482E-1	-4.981045723E-1	8.793403648E-1
8.932368637E0	4.835731983E-1	-3.040146828E-1	-6.993541718E-1	9.029752062E-1
8.942378406E0	1.855430305E-1	-1.954240799E-1	-8.137984276E-1	8.572541443E-1
8.952357791E0	-4.626753926E-2	-1.322169304E-1	-8.948631287E-1	9.057604655E-1
8.962367406E0	-1.307595819E-1	-1.131229401E-1	-1.022789478E0	1.037300913E0
8.972377175E0	-1.634589136E-1	-7.103347778E-2	-1.056293964E0	1.071224305E0
8.982356329E0	-2.215899229E-1	3.505706787E-2	-8.892827034E-1	9.171449278E-1
8.992366175E0	-1.873547584E-1	1.156630516E-1	-5.771121979E-1	6.176878143E-1
9.002375945E0	-2.763909101E-1	1.686358452E-1	6.286144257E-3	3.238356051E-1
9.012355098E0	-3.313269019E-1	1.887264252E-1	6.505131721E-1	7.540308791E-1
9.022364945E0	-3.143722415E-1	2.600197792E-1	1.369196415E0	1.428684365E0
9.032374791E0	-2.025315762E-1	3.248600960E-1	1.996327400E0	2.032701702E0
9.042384560E0	2.005962282E-2	3.917522430E-1	2.304346085E0	2.337495045E0
9.052363714E0	2.680611610E-1	4.527792931E-1	2.319706440E0	2.378634869E0
9.062373560E0	1.338277459E-1	5.497183800E-1	1.885070324E0	1.968143869E0
9.072383329E0	-4.210016131E-1	7.435579300E-1	1.233910561E0	1.500885081E0
9.082362483E0	-1.200457692E0	9.352049828E-1	5.066289902E-1	1.603864073E0
9.092372253E0	-1.742154121E0	1.161093235E0	-4.951701164E-1	2.151379076E0
9.102382099E0	-1.821462035E0	1.388765812E0	-1.364408016E0	2.666083956E0
9.112361253E0	-1.448509574E0	1.461130142E0	-2.026574135E0	2.887920359E0
9.122371022E0	-8.106319308E-1	1.237727165E0	-2.081328869E0	2.553629285E0
9.132380868E0	9.821720421E-3	6.463704109E-1	-1.228011608E0	1.387769319E0
9.142360022E0	5.701894164E-1	4.726505280E-2	1.402745247E-1	5.890898896E-1
9.152369868E0	1.040091515E0	-4.942426682E-1	1.536586285E0	1.920198840E0
9.162379637E0	1.214884877E0	-7.253599167E-1	3.104583263E0	3.411822022E0
9.172358791E0	1.320284724E0	-9.190859795E-1	4.428853989E0	4.711965454E0
9.182368637E0	1.330653191E0	-1.085882187E0	4.812695980E0	5.109972665E0
9.192378407E0	1.034500122E0	-1.096337795E0	4.557995796E0	4.800778348E0
9.202357791E0	2.687941492E-1	-9.908676147E-1	3.672557354E0	3.813364190E0
9.212367407E0	-8.093532920E-1	-9.387269020E-1	2.493604660E0	2.784658893E0
9.222377176E0	-1.474852800E0	-1.049190521E0	1.373625755E0	2.272188207E0
9.232356330E0	-1.821785450E0	-1.169883251E0	3.770375252E-1	2.197654737E0
9.242366176E0	-1.863130331E0	-1.195556164E0	-5.378584862E-1	2.278135405E0
9.252375945E0	-1.700320721E0	-1.155612469E0	-1.065196514E0	2.315420986E0
9.262355099E0	-1.409472585E0	-1.174420357E0	-1.218295097E0	2.202298591E0
9.272364945E0	-1.032817721E0	-1.225616932E0	-9.046287537E-1	1.840435408E0
9.282374791E0	-7.001035213E-1	-1.263144970E0	-2.049603462E-1	1.458659967E0
9.292384561E0	-5.036611557E-1	-1.265172482E0	6.122236252E-1	1.493035075E0
9.302363715E0	-3.934299946E-1	-1.247307777E0	1.481875420E0	1.976491490E0
9.312373484E0	-2.951920331E-1	-1.173738956E0	1.984997272E0	2.324868952E0
9.322383330E0	-2.431181520E-1	-1.037642002E0	2.142309189E0	2.392759081E0
9.332362484E0	-2.739499211E-1	-9.091701508E-1	1.886505127E0	2.111999175E0
9.342372253E0	-2.832058370E-1	-7.887639999E-1	1.305775166E0	1.551580799E0
9.352382099E0	-2.517179251E-1	-6.797075272E-1	5.929317474E-1	9.364466314E-1
9.362361253E0	-2.904024720E-1	-5.709228516E-1	-1.340589523E-1	6.544144718E-1
9.372371099E0	-2.876268625E-1	-5.416097641E-1	-6.477570534E-1	8.919975049E-1
9.382380869E0	-1.227741390E-1	-5.829820633E-1	-1.099890232E0	1.250879730E0
9.392360022E0	-2.111759782E-2	-5.700087547E-1	-1.531286240E0	1.634072667E0
9.402369869E0	6.687748432E-2	-4.384217262E-1	-1.835866451E0	1.888674624E0
9.412379638E0	2.438850105E-1	-2.772784233E-1	-1.905649185E0	1.941098153E0
9.422358792E0	4.479673505E-1	-1.672458649E-1	-1.674260616E0	1.741204910E0
9.432368638E0	7.341884971E-1	-1.960940361E-1	-1.200064182E0	1.420436434E0
9.442378407E0	8.615791798E-1	-1.955809593E-1	-7.544794083E-1	1.161813140E0
9.452357561E0	7.764949799E-1	-1.663866043E-1	-3.226509094E-1	8.571654246E-1
9.462367407E0	6.137132049E-1	-1.543455124E-1	1.482253075E-1	6.499516727E-1
9.472377176E0	3.815659881E-1	-1.902303696E-1	5.187849998E-1	6.715043357E-1
9.482356330E0	2.305386066E-1	-1.741003990E-1	8.780837059E-1	9.243862789E-1
