"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.512273385E1,-9.610507488E-1,-1.430078030E0,6.644003391E-1,1.846664432E0
5.513274347E1,-5.790396929E-1,-6.693038940E-1,4.637644291E-1,9.991657091E-1
5.514275324E1,-2.160299420E-1,-8.230590820E-2,1.457355022E-1,2.732801401E-1
5.515273262E1,-4.621946216E-1,6.952209473E-1,-4.593172073E-1,9.528527329E-1
5.516274224E1,-5.916726589E-1,1.443583488E0,-1.791492701E0,2.375595908E0
5.517275208E1,-3.810097873E-1,1.930866241E0,-3.001231194E0,3.588983363E0
5.518273139E1,7.222995162E-2,1.971758842E0,-3.626799107E0,4.128767596E0
5.519274101E1,7.178554535E-1,1.357748032E0,-3.677440643E0,3.985268605E0
5.520275085E1,1.469010830E0,1.176233292E-1,-2.979141235E0,3.323719387E0
5.521273016E1,1.689811587E0,-7.409124374E-1,-2.423969746E0,3.046316426E0
5.522273978E1,1.460771322E0,-1.210354328E0,-1.650123835E0,2.514302910E0
5.523274962E1,9.877458215E-1,-1.231060982E0,-1.152847767E0,1.954535986E0
5.524272893E1,4.871586859E-1,-1.040848255E0,-7.113852501E-1,1.351575987E0
5.525273855E1,1.607397199E-1,-7.892026901E-1,1.071684361E-1,8.125042876E-1
5.526274839E1,2.513882518E-2,-7.402658463E-1,9.451334476E-1,1.200792537E0
5.527272770E1,7.904957235E-2,-8.418464661E-1,1.646473646E0,1.850899720E0
5.528273754E1,-5.171557516E-2,-6.777305603E-1,1.741906166E0,1.869820928E0
5.529274716E1,-1.980503350E-1,-6.181812286E-2,1.419942856E0,1.435020254E0
5.530272647E1,-4.361377954E-1,7.449188232E-1,9.823305607E-1,1.307705456E0
5.531273631E1,-8.410662413E-1,1.616238594E0,4.903051853E-1,1.886801206E0
5.532274593E1,-9.722080827E-1,2.039019585E0,-4.027872086E-1,2.294564655E0
5.533272524E1,-3.858999014E-1,1.680233955E0,-1.446245193E0,2.250273325E0
5.534273485E1,3.590174317E-1,7.777576447E-1,-1.937306643E0,2.118243965E0
5.535274470E1,1.258836031E0,-6.144456863E-1,-1.452875853E0,2.018182325E0
5.536275447E1,1.557347178E0,-1.552540779E0,-7.679688931E-1,2.329267981E0
5.537273385E1,9.982675910E-1,-1.483201981E0,-8.682115078E-1,1.987515414E0
5.538274347E1,9.018074274E-1,-1.335848331E0,-9.113562107E-1,1.851571641E0
5.539275331E1,8.341434002E-1,-1.163209915E0,-3.753719330E-1,1.479782621E0
5.540273262E1,7.370434999E-1,-8.638782501E-1,-1.825015545E-1,1.150141543E0
5.541274224E1,3.448682129E-1,-3.565177917E-1,-1.381866932E-1,5.149122083E-1
5.542275208E1,-1.414484531E-2,2.349414825E-1,-3.598856926E-1,4.300177771E-1
5.543273139E1,-1.421738416E-1,9.275884628E-1,-9.088778496E-1,1.306404494E0
5.544274101E1,-1.263043731E-1,1.116412163E0,-1.443476439E0,1.829194670E0
5.545275085E1,2.200853527E-1,6.414985657E-1,-1.341861963E0,1.503513053E0
5.546273016E1,2.690767646E-1,-4.708671570E-2,-7.876410484E-1,8.336653317E-1
5.547273978E1,-1.615346670E-1,-1.315708160E-1,-5.922117233E-1,6.277890199E-1
5.548274962E1,-8.458072543E-1,2.762651443E-1,-7.824821472E-1,1.184901115E0
5.549272893E1,-1.194004059E0,7.935190201E-1,-8.339188099E-1,1.658535109E0
5.550273855E1,-7.706532478E-1,7.669916153E-1,-6.163923740E-1,1.249848841E0
5.551274839E1,1.500122845E-1,4.261589050E-2,-1.358358860E-1,2.068119618E-1
5.552272770E1,7.758201361E-1,-8.767881393E-1,3.755033016E-1,1.229494634E0
5.553273754E1,8.126511574E-1,-1.688688278E0,6.657972336E-1,1.988807673E0
5.554274716E1,5.793032646E-1,-2.002500534E0,9.322819710E-1,2.283582785E0
5.555272647E1,-9.927345067E-2,-1.430888176E0,6.838769913E-1,1.589019801E0
5.556273632E1,-3.821837902E-1,-8.345851898E-1,1.148591042E-1,9.250889159E-1
5.557274593E1,2.541705668E-1,-5.203742981E-1,-8.400769234E-1,1.020353529E0
5.558272524E1,1.049279928E0,-4.045944214E-1,-1.696093082E0,2.035047114E0
5.559273485E1,1.487488627E0,-2.958202362E-1,-2.215139866E0,2.684581281E0
5.560274470E1,1.665761828E0,-1.600389481E-1,-2.316776991E0,2.857941665E0
5.561275454E1,8.954474926E-1,2.874336243E-1,-2.027046204E0,2.234582872E0
5.562273362E1,-7.707593590E-2,7.004976273E-1,-1.757980108E0,1.893972462E0
5.563274347E1,-9.905790687E-1,1.008280754E0,-1.444040775E0,2.020675810E0
5.564275332E1,-1.218418956E0,1.002366066E0,-8.740069866E-1,1.803654816E0
5.565273262E1,-7.574854493E-1,9.062004089E-1,-2.997002602E-1,1.218525188E0
5.566274224E1,1.426554918E-1,4.407625198E-1,-3.046422005E-1,5.544628559E-1
5.567275201E1,1.094371915E0,-3.555641174E-1,-5.621581078E-1,1.280662902E0
5.568273139E1,1.501573324E0,-1.139125824E0,-6.640472412E-1,1.998321503E0
5.569274101E1,1.396485448E0,-1.494973183E0,-8.204417229E-1,2.204141793E0
5.570275085E1,1.158091307E0,-1.680051804E0,-9.915070534E-1,2.268663874E0
5.571273016E1,7.889224887E-1,-1.808380127E0,-1.059651613E0,2.239530959E0
5.572273978E1,3.986009657E-1,-1.766316414E0,-1.822595119E0,2.569165112E0
5.573274962E1,2.005143762E-1,-1.027652740E0,-1.725611448E0,2.018417955E0
5.574272893E1,4.427169263E-2,5.535221100E-2,-1.850552559E0,1.851909453E0
5.575273855E1,6.513970345E-2,9.906711578E-1,-2.114312649E0,2.335806178E0
5.576274839E1,1.815174520E-2,1.495247841E0,-2.411250114E0,2.837291438E0
5.577272770E1,-3.536524177E-1,1.528498650E0,-2.106547832E0,2.626579891E0
5.578273732E1,1.751584113E-1,7.753686905E-1,-2.083351851E0,2.229850221E0
5.579274716E1,1.232478738E0,-6.631746292E-1,-2.048661709E0,2.481092345E0
5.580272647E1,1.811746716E0,-2.429573536E0,-1.801832914E0,3.525883660E0
5.581273632E1,1.907205939E0,-3.785522461E0,-1.078847408E0,4.373960051E0
5.582274593E1,1.723422170E0,-4.649652481E0,-2.904500961E-1,4.967274245E0
5.583272524E1,1.394985437E0,-5.084339142E0,8.290743828E-2,5.272889390E0
5.584273485E1,3.389206827E-1,-3.987573624E0,4.222464561E-1,4.024164845E0
5.585274470E1,-7.087023854E-1,-1.968383312E0,4.546329975E-1,2.140907074E0
5.586275455E1,-1.294846892E0,1.634540558E-1,-1.384761333E-1,1.312448606E0
5.587273385E1,-1.677802324E0,1.907741547E0,-9.361009598E-1,2.707541958E0
5.588274347E1,-1.632894397E0,2.930927277E0,-1.648626566E0,3.738268097E0
5.589275324E1,-1.455037475E0,2.980985641E0,-2.565615177E0,4.193541544E0
5.590273239E1,-1.577863097E0,2.606566429E0,-3.865622282E0,4.922080468E0
5.591274224E1,-1.580817342E0,2.013623238E0,-4.644693851E0,5.303474614E0
5.592275209E1,-5.577496290E-1,7.420597076E-1,-3.699966431E0,3.814641378E0
5.593273139E1,6.975654960E-1,-7.729129791E-1,-2.187793016E0,2.422897104E0
5.594274101E1,1.709325552E0,-2.111239910E0,-9.360697269E-1,2.873213242E0
5.595275085E1,2.124450922E0,-3.079279900E0,-3.699684143E-2,3.741206381E0
5.596273016E1,1.803952932E0,-3.002358437E0,4.509069920E-1,3.531532172E0
5.597273978E1,8.050230742E-1,-1.602857590E0,3.092505932E-1,1.820123768E0
5.598274962E1,-1.304816604E-1,1.851310730E-1,-2.605259418E-1,3.452140557E-1
5.599272893E1,-2.915919721E-1,1.350928307E0,-1.311713457E0,1.905419996E0
5.600273878E1,1.092211455E-1,9.907093048E-1,-8.866982460E-1,1.334041965E0
5.601274839E1,8.258549571E-1,-4.322261810E-1,-2.630805969E-2,9.324955741E-1
5.602272770E1,1.187982321E0,-1.904707909E0,4.046294689E-1,2.280995226E0
5.603273732E1,1.183169127E0,-2.792111874E0,8.227443695E-2,3.033570006E0
5.604274716E1,8.450093865E-1,-2.630262375E0,-5.434446335E-1,2.815608832E0
5.605272647E1,2.327755988E-1,-1.547301769E0,-2.095663548E-1,1.578684675E0
5.606273632E1,-8.621376753E-2,-4.129161835E-1,3.228168488E-1,5.311716353E-1
5.607274593E1,2.885317802E-2,4.127902985E-1,1.939456463E-1,4.569937090E-1
5.608272524E1,-4.509299994E-1,1.212652206E0,-1.414508820E-1,1.301488221E0
5.609273485E1,-1.126009822E0,1.691766739E0,-8.401994705E-1,2.199069796E0
5.610274470E1,-1.620342970E0,2.033864975E0,-1.758756399E0,3.139321925E0
5.611275447E1,-1.403797746E0,1.864955902E0,-2.252728701E0,3.243993716E0
5.612273385E1,-3.040393591E-1,8.217086792E-1,-2.056169271E0,2.235056411E0
5.613274347E1,7.376795411E-1,-4.772005081E-1,-1.227457285E0,1.509484288E0
5.614275332E1,1.354138255E0,-1.590708733E0,-2.499279976E-1,2.103926969E0
5.615273262E1,1.533736944E0,-2.182641029E0,2.031674385E-1,2.675359394E0
5.616274224E1,1.170002103E0,-2.004582882E0,4.670417309E-1,2.367569519E0
5.617275209E1,1.799935699E-1,-9.170703888E-1,3.732326031E-1,1.006339088E0
5.618273139E1,-7.895376682E-1,7.625112534E-1,-1.198642254E-1,1.104156046E0
5.619274124E1,-1.096632361E0,2.001230240E0,-7.364125252E-1,2.397879984E0
5.620275086E1,-9.177978635E-1,2.484667778E0,-1.054258823E0,2.850857512E0
5.621273016E1,-1.518041342E-1,2.139013290E0,-1.264367104E0,2.489386777E0
5.622273978E1,5.197606683E-1,1.191886902E0,-1.170527458E0,1.749537101E0
5.623274955E1,9.380337000E-1,2.181949615E-1,-5.570383072E-1,1.112568173E0
5.624272893E1,9.677248001E-1,-7.749710083E-1,3.006508350E-1,1.275720297E0
5.625273855E1,6.415896416E-1,-1.613588810E0,1.140451193E0,2.077482861E0
5.626274839E1,4.203588963E-1,-2.055840015E0,1.675589323E0,2.685289435E0
5.627272770E1,2.194762230E-2,-1.859164238E0,1.979955196E0,2.716099398E0
5.628273732E1,-3.699886203E-1,-1.426673412E0,1.794131517E0,2.321895025E0
5.629274716E1,-7.216104269E-1,-7.998332977E-1,1.256192446E0,1.654833639E0
5.630272647E1,-8.187795877E-1,-3.996477127E-1,8.396506310E-1,1.239004233E0
5.631273632E1,-6.771490574E-1,-1.116189957E-1,2.673981190E-1,7.365401551E-1
5.632274593E1,-1.775990874E-1,-2.035455704E-1,-4.239280224E-1,5.026800207E-1
5.633272524E1,2.930883169E-1,-6.857776642E-1,-1.380458355E0,1.569030604E0
5.634273486E1,3.525666595E-1,-9.035692215E-1,-2.277554750E0,2.475478990E0
5.635274470E1,1.329313964E-1,-7.716159821E-1,-2.765921593E0,2.874610276E0
5.636275447E1,-2.467009723E-1,-1.998796463E-1,-3.097444534E0,3.113675623E0
5.637273386E1,-3.557055593E-1,8.083209991E-1,-2.905118227E0,3.036382913E0
5.638274347E1,-1.625984907E-1,1.514556885E0,-1.901327610E0,2.436260969E0
5.639275332E1,5.093669891E-1,1.485380173E0,-6.498970985E-1,1.699463217E0
5.640273262E1,5.484098792E-1,1.277079582E0,1.319329739E-1,1.396098838E0
5.641274224E1,-1.360848844E-1,1.230935097E0,3.212070465E-2,1.238851100E0
5.642275201E1,-4.683625102E-1,9.828615189E-1,-2.897055149E-1,1.126636362E0
5.643273139E1,2.123471648E-1,3.591918945E-2,-3.397176266E-1,4.022307452E-1
5.644274101E1,1.235773683E0,-1.528271198E0,3.003480434E-1,1.988204818E0
5.645275086E1,1.647050023E0,-2.771936893E0,8.526766300E-1,3.335185955E0
5.646273016E1,1.590775728E0,-3.498826981E0,8.690156937E-1,3.940500721E0
5.647273978E1,1.199052215E0,-3.536342621E0,5.732343197E-1,3.777835747E0
5.648274955E1,4.883922935E-1,-2.581769943E0,-2.509217262E-1,2.639512225E0
5.649272893E1,-2.578501403E-1,-1.100647449E0,-4.762845039E-1,1.226685955E0
5.650273855E1,-4.664847255E-1,3.502979279E-1,-7.074818611E-1,9.169772195E-1
5.651274839E1,-7.015826106E-1,1.607274055E0,-1.288510084E0,2.176190774E0
5.652272770E1,-9.727949500E-1,2.495506287E0,-1.304772615E0,2.979314220E0
5.653273755E1,-6.556421518E-1,2.281957626E0,-1.353495836E0,2.732974244E0
5.654274716E1,3.407499194E-2,1.413583755E0,-1.366133928E0,1.966138868E0
5.655272647E1,3.206315935E-1,7.840795517E-1,-1.511053562E0,1.732301426E0
5.656273632E1,5.790948868E-1,-2.301025391E-2,-1.027435303E0,1.179620134E0
5.657274593E1,8.533073068E-1,-8.087444305E-1,-6.857657433E-1,1.361056784E0
5.658272524E1,6.832578778E-1,-1.292457104E0,-3.244340420E-1,1.497512651E0
5.659273486E1,7.807342410E-1,-1.865406990E0,2.529845238E-1,2.037962307E0
5.660274470E1,6.907640696E-1,-2.059784889E0,8.348252773E-1,2.327402422E0
5.661275447E1,7.284619212E-1,-2.220380306E0,1.036630869E0,2.556432873E0
5.662273362E1,3.595835567E-1,-1.939892769E0,9.168646336E-1,2.175574647E0
5.663274347E1,-6.581575871E-1,-9.583024979E-1,2.366833687E-1,1.186395425E0
5.664275332E1,-1.480650425E0,4.515171051E-2,-2.300348282E-1,1.499093186E0
5.665273263E1,-1.877357244E0,9.735002518E-1,-5.992102623E-1,2.198004982E0
5.666274224E1,-1.859941959E0,1.625092506E0,-9.345910549E-1,2.640789690E0
5.667275209E1,-1.079721451E0,1.503913879E0,-1.060019970E0,2.133353629E0
5.668273139E1,-2.367684841E-1,7.574472427E-1,-7.733993530E-1,1.108121022E0
5.669274101E1,2.940680087E-1,-5.812168121E-2,-5.552408695E-1,6.309885472E-1
5.670275086E1,5.017495155E-1,-3.926391602E-1,-7.125041485E-1,9.558139191E-1
5.671273016E1,5.341653228E-1,-4.480648041E-1,-8.561947346E-1,1.104157636E0
5.672273978E1,6.440028548E-1,-5.421133041E-1,-4.950366020E-1,9.765693774E-1
5.673274963E1,8.436559439E-1,-6.616449356E-1,-2.879717350E-1,1.110160841E0
5.674272893E1,7.365695238E-1,-3.352584839E-1,-6.292212009E-1,1.025110840E0
5.675273855E1,1.013491631E0,-6.741905212E-2,-1.907910347E0,2.161442228E0
5.676274839E1,1.464477181E0,3.574943542E-2,-2.682636499E0,3.056551983E0
5.677272770E1,1.673201561E0,8.570575714E-2,-2.661966085E0,3.145315943E0
5.678273732E1,1.582495213E0,-7.578563690E-2,-2.777145624E0,3.197275775E0
5.679274716E1,1.682429671E0,-5.962200165E-1,-2.290900469E0,2.904181961E0
5.680272647E1,1.511776209E0,-1.192640305E0,-2.022398949E0,2.792481998E0
5.681273609E1,1.328435540E0,-1.849941254E0,-2.276866436E0,3.220426120E0
5.682274593E1,7.053522468E-1,-2.017264366E0,-2.133102894E0,3.019437906E0
5.683272524E1,3.573082685E-1,-1.525046349E0,-1.282071590E0,2.024140096E0
5.684273486E1,-5.496346951E-2,-7.695465088E-1,-5.053911209E-1,9.223030940E-1
5.685274470E1,-8.459265232E-1,3.470611572E-2,-3.648233414E-2,8.474238360E-1
5.686275455E1,-1.435497284E0,3.536958694E-1,7.213399410E-1,1.645018094E0
5.687273386E1,-1.325871587E0,1.968765259E-2,6.884510517E-1,1.494084308E0
5.688274347E1,-6.255719662E-1,-9.762754440E-1,1.103401184E-2,1.159558440E0
5.689275324E1,5.813041329E-2,-2.366223335E0,-1.097251415E0,2.608898750E0
5.690273240E1,5.715913773E-1,-3.155369759E0,-1.640149832E0,3.601828214E0
5.691274224E1,7.065577507E-1,-3.226179600E0,-1.988402843E0,3.855023286E0
5.692275209E1,3.851575553E-1,-2.778756618E0,-1.953199863E0,3.418307241E0
5.693273140E1,-3.082557917E-1,-1.669105530E0,-1.860425711E0,2.518356354E0
5.694274101E1,-1.172559381E0,-2.495784760E-1,-1.802125692E0,2.164449567E0
5.695275086E1,-1.348780870E0,9.875688553E-1,-1.766736269E0,2.432253919E0
5.696273016E1,-1.534414768E0,2.037833214E0,-1.779093504E0,3.110042859E0
5.697273978E1,-1.683430910E0,2.517920494E0,-2.001099348E0,3.630187577E0
5.698274963E1,-1.757687688E0,2.427698135E0,-2.040372133E0,3.625783045E0
5.699272893E1,-1.430383325E0,1.632447243E0,-2.027612448E0,2.970200783E0
5.700273878E1,-2.452446371E-1,1.126346588E-1,-1.441543341E0,1.466587434E0
5.701274840E1,8.932669163E-1,-1.349806786E0,-4.164042473E-1,1.671315841E0
5.702272770E1,1.727569342E0,-2.337033272E0,1.298632622E-1,2.909138156E0
5.703273732E1,2.205143452E0,-2.884420395E0,6.364462376E-1,3.686136524E0
5.704274716E1,2.229408026E0,-2.911152840E0,1.011620283E0,3.803741132E0
5.705272647E1,1.876595974E0,-2.343630314E0,1.076191425E0,3.189420556E0
5.706273609E1,1.197005868E0,-1.241745472E0,8.215515614E-1,1.910419282E0
5.707274593E1,3.831628561E-1,2.035427094E-1,3.472411633E-1,5.557156056E-1
5.708272524E1,-7.596861124E-1,2.060507774E0,-3.594307899E-1,2.225310264E0
5.709273486E1,-1.628285408E0,3.355758667E0,-7.466368675E-1,3.803931678E0
5.710274470E1,-1.924002290E0,3.718520164E0,-1.065575600E0,4.320257907E0
5.711275447E1,-1.056472182E0,2.519112587E0,-1.009564877E0,2.912264229E0
5.712273386E1,7.581132650E-2,5.320415497E-1,-5.713620186E-1,7.843915630E-1
5.713274347E1,7.018056512E-1,-7.986335754E-1,-2.341585159E-1,1.088658335E0
5.714275332E1,1.142671824E0,-1.717297554E0,-7.076263428E-4,2.062719149E0
5.715273263E1,1.273248911E0,-2.292461395E0,-1.501178741E-2,2.622359127E0
5.716274224E1,1.825075746E0,-2.837111950E0,-6.009912491E-2,3.373976526E0
5.717275209E1,2.174279690E0,-2.833749294E0,-2.765977383E-1,3.582475895E0
5.718273140E1,1.924183011E0,-2.229015350E0,-7.391042709E-1,3.035994864E0
5.719274124E1,1.055760145E0,-1.337799072E0,-1.653264046E0,2.374366831E0
5.720275086E1,3.420727849E-1,-2.869606018E-1,-1.885275602E0,1.937427231E0
5.721273016E1,-3.267413080E-1,7.334661484E-1,-2.105749607E0,2.253644577E0
5.722273978E1,-7.079589367E-1,1.319288254E0,-2.231904507E0,2.687587223E0
5.723274963E1,-4.684373140E-1,8.575439453E-1,-1.717892408E0,1.976352565E0
5.724272893E1,2.686665952E-2,-1.230888367E-1,-1.349951029E0,1.355817266E0
5.725273855E1,1.671268046E-1,-8.222131729E-1,-1.088668823E0,1.374469235E0
5.726274840E1,9.773147106E-2,-1.243967533E0,-9.977765083E-1,1.597674756E0
5.727272770E1,1.092819124E-1,-1.671316147E0,-1.221698284E0,2.073110440E0
5.728273732E1,1.558522433E-1,-1.958264351E0,-1.517714024E0,2.482447391E0
5.729274716E1,1.708481461E-1,-2.043376923E0,-1.656313896E0,2.635897202E0
5.730272647E1,1.482800543E-1,-1.950310707E0,-2.027010918E0,2.816819499E0
5.731273632E1,5.523264408E-2,-1.547276497E0,-1.870417595E0,2.428080967E0
5.732274593E1,-1.799584925E-1,-8.899440765E-1,-1.705088854E0,1.931764354E0
5.733272524E1,-2.760188282E-1,-3.948974609E-2,-1.039684296E0,1.076424297E0
5.734273486E1,-2.299015224E-1,2.920036316E-1,-7.182774544E-1,8.087294556E-1
5.735274470E1,-5.503554344E-1,6.943492889E-1,-8.700690269E-1,1.241785872E0
5.736275447E1,-9.092875719E-1,1.019952774E0,-1.095263004E0,1.751202044E0
5.737273386E1,-9.203355908E-1,9.654493332E-1,-1.340491295E0,1.891038584E0
5.738274347E1,-2.500532269E-1,9.545707703E-2,-1.304074287E0,1.331258208E0
5.739275332E1,4.219707549E-1,-8.916401863E-1,-1.026908875E0,1.423946409E0
5.740273263E1,6.813560724E-1,-1.591791153E0,-6.439490318E-1,1.847353655E0
5.741274224E1,7.197773457E-1,-2.079174042E0,-3.916006088E-1,2.234814346E0
5.742275209E1,4.918842614E-1,-2.367251396E0,1.469011307E-1,2.422273569E0
5.743273140E1,1.486979723E-1,-2.309500694E0,8.052935600E-1,2.450388186E0
5.744274101E1,-3.405959606E-1,-1.703577518E0,1.265413046E0,2.149291080E0
5.745275086E1,-5.703858137E-1,-7.543382645E-1,1.464492321E0,1.743302599E0
5.746273016E1,-5.143588185E-1,1.363782883E-1,1.455136776E0,1.549382802E0
5.747273978E1,-3.780100048E-1,8.858461380E-1,1.088366985E0,1.453326405E0
5.748274955E1,-4.946650863E-1,1.860280037E0,4.477663040E-1,1.976317289E0
5.749272894E1,-7.465466857E-1,2.814829826E0,-5.830583572E-1,2.969942079E0
5.750273855E1,-3.888409138E-1,2.873371124E0,-1.743289948E0,3.383270417E0
5.751274840E1,4.516171217E-1,1.931786537E0,-2.004315376E0,2.820113008E0
5.752272770E1,1.198772073E0,7.996520996E-1,-1.565150738E0,2.127485557E0
5.753273732E1,1.501103044E0,-1.519203186E-1,-9.652829170E-1,1.791134065E0
5.754274716E1,1.484666824E0,-1.001997948E0,-3.356232643E-1,1.822327754E0
5.755272647E1,1.024073124E0,-1.100764751E0,2.684173584E-1,1.527238252E0
5.756273632E1,2.524871528E-1,-6.680173874E-1,8.817963600E-1,1.134707809E0
5.757274594E1,-3.342220187E-1,-8.540439606E-2,1.076280355E0,1.130211340E0
5.758272524E1,-6.075935960E-1,3.165292740E-1,1.091502428E0,1.288696361E0
5.759273486E1,-8.250956535E-1,5.018405914E-1,9.679622650E-1,1.367325039E0
5.760274470E1,-8.655284643E-1,4.608821869E-1,1.085799932E0,1.463049352E0
5.761275447E1,-6.084624529E-1,2.207374573E-2,8.980364799E-1,1.084980795E0
5.762273363E1,-2.449819446E-2,-9.471259117E-1,8.813395500E-1,1.293988816E0
5.763274347E1,2.109192014E-1,-1.422671318E0,7.500662804E-1,1.622060422E0
5.764275332E1,1.756289601E-1,-1.594827652E0,3.647785187E-1,1.645413060E0
5.765273263E1,-1.146557033E-1,-1.076232433E0,-4.715118408E-1,1.180570030E0
5.766274224E1,-2.190130651E-1,-4.430408478E-1,-7.658929825E-1,9.115064323E-1
5.767275201E1,-4.372692108E-2,1.158380508E-1,-8.904266357E-1,8.989939328E-1
5.768273140E1,3.115790784E-1,3.878517151E-1,-7.896142006E-1,9.332743759E-1
5.769274101E1,3.684408069E-1,4.826536179E-1,-4.522018433E-1,7.570928939E-1
5.770275086E1,3.120210171E-1,4.523572922E-1,3.511953354E-2,5.506519922E-1
5.771273017E1,-4.227113724E-2,6.708774567E-1,4.476046562E-1,8.075972630E-1
5.772273978E1,-5.408663154E-1,1.171282768E0,2.931075096E-1,1.323008581E0
5.773274963E1,-8.268941641E-1,1.702015877E0,-6.498479843E-2,1.893366057E0
5.774272894E1,-1.022163987E0,2.040184021E0,-5.145902634E-1,2.339224913E0
5.775273855E1,-7.723506689E-1,1.988753319E0,-8.704352379E-1,2.304196785E0
5.776274840E1,-3.715496063E-1,1.522156715E0,-1.236299038E0,1.995857081E0
5.777272770E1,-3.048781455E-1,9.393672943E-1,-1.334618092E0,1.660291254E0
5.778273732E1,-1.114893854E-1,1.915740967E-2,-9.919295311E-1,9.983591959E-1
5.779274717E1,9.472119808E-2,-8.710012436E-1,-5.127091408E-1,1.015128531E0
5.780272647E1,1.242070794E-1,-1.350036144E0,-9.756946564E-2,1.359244198E0
5.781273609E1,3.217450976E-1,-1.612692356E0,6.730501652E-1,1.776877336E0
5.782274594E1,5.128817558E-1,-1.794980049E0,1.503346205E0,2.396883577E0
5.783272524E1,6.985454559E-1,-1.848127842E0,2.148973703E0,2.919183148E0
5.784273486E1,7.162470818E-1,-1.524299622E0,2.467056513E0,2.987116847E0
5.785274471E1,2.849357128E-1,-6.324033737E-1,2.239556313E0,2.344511647E0
5.786275447E1,-4.030892253E-2,1.871299744E-1,1.648504972E0,1.659581598E0
5.787273363E1,-2.398550510E-1,7.494668961E-1,4.766545296E-1,9.200166381E-1
5.788274347E1,-2.740659416E-1,9.823551178E-1,-8.253102303E-1,1.311972063E0
5.789275332E1,-2.451993376E-1,9.056673050E-1,-1.708232880E0,1.948952425E0
5.790273263E1,1.067039073E-1,3.051843643E-1,-1.891832829E0,1.919258886E0
5.791274224E1,4.298267066E-1,-2.696838379E-1,-1.529094696E0,1.611089991E0
5.792275209E1,4.397235215E-1,-3.790721893E-1,-1.075578690E0,1.222261027E0
5.793273140E1,3.582040668E-1,-2.027435303E-1,-6.579027176E-1,7.760483737E-1
5.794274101E1,1.848152876E-1,1.002111435E-1,-8.186674118E-2,2.256127814E-1
5.795275086E1,-3.861027360E-1,9.252414703E-1,4.371843338E-1,1.093744597E0
5.796273017E1,-9.965549111E-1,1.694375038E0,5.162343979E-1,2.032369655E0
5.797273978E1,-1.248704195E0,2.101707458E0,3.043665886E-1,2.463549356E0
5.798274963E1,-1.139592886E0,1.846214294E0,5.869054794E-2,2.170397140E0
5.799272894E1,-6.686612368E-1,1.053683281E0,-7.470178604E-2,1.250174653E0
5.800273855E1,-1.384691596E-1,2.323007584E-1,-2.141165733E-1,3.449394983E-1
5.801274840E1,4.431760013E-1,-6.219739914E-1,-2.596936226E-1,8.066581629E-1
5.802272770E1,8.977353573E-1,-1.322102547E0,-4.905080795E-1,1.671670450E0
5.803273732E1,1.143282413E0,-1.663429737E0,-7.484273911E-1,2.152727741E0
5.804274717E1,1.310348749E0,-1.740058422E0,-8.985733986E-1,2.356321563E0
5.805272647E1,1.413897634E0,-1.713491917E0,-7.279367447E-1,2.337745275E0
5.806273632E1,1.285102606E0,-1.718838692E0,-2.639603615E-1,2.162306691E0
5.807274594E1,7.914870381E-1,-1.511800289E0,3.937630653E-1,1.751297004E0
5.808272524E1,-1.629734039E-2,-1.037466526E0,7.285275459E-1,1.267814963E0
5.809273486E1,-7.740250826E-1,-2.875566483E-1,6.011168957E-1,1.021344788E0
5.810274471E1,-1.151863337E0,4.048728943E-1,2.084875107E-1,1.238619493E0
5.811275447E1,-1.184661388E0,7.720146179E-1,-2.395153046E-2,1.414214570E0
5.812273386E1,-1.059061527E0,9.204483032E-1,-5.077667236E-1,1.492200872E0
5.813274348E1,-9.776219726E-1,1.034094810E0,-1.139832020E0,1.823270093E0
5.814275324E1,-8.656968474E-1,9.558429718E-1,-2.065590858E0,2.435104189E0
5.815273240E1,-3.894847631E-1,4.733514786E-1,-2.642043591E0,2.712223136E0
5.816274224E1,2.901178002E-1,-3.308229446E-1,-2.530225754E0,2.568200639E0
5.817275209E1,8.438219428E-1,-1.133653641E0,-1.958220005E0,2.414918557E0
5.818273140E1,1.138504863E0,-1.950572968E0,-1.348608017E0,2.630526907E0
5.819274101E1,1.210963964E0,-2.390818119E0,-6.249508858E-1,2.751909993E0
5.820275086E1,8.687000871E-1,-2.381045818E0,6.134223938E-2,2.535307062E0
5.821273017E1,2.697796226E-1,-1.715393066E0,7.353346348E-1,1.885754873E0
5.822273978E1,-5.020219088E-1,-6.034832001E-1,1.227414131E0,1.456970631E0
5.823274955E1,-1.338803530E0,7.093324661E-1,1.071264982E0,1.855574332E0
5.824272894E1,-2.297953844E0,2.047178268E0,3.748958111E-1,3.100335079E0
5.825273855E1,-3.124113321E0,3.150434494E0,-6.326079369E-1,4.481686552E0
5.826274840E1,-3.066740990E0,3.135135651E0,-1.215230942E0,4.550907831E0
5.827272771E1,-1.887883306E0,1.842747688E0,-1.472736835E0,3.021386471E0
5.828273732E1,-7.800140977E-1,4.335470200E-1,-1.513198853E0,1.756745792E0
5.829274717E1,1.104766726E-1,-9.252533913E-1,-1.283840179E0,1.586362046E0
5.830272648E1,5.808972716E-1,-1.903538704E0,-8.098855019E-1,2.148677678E0
